LAT,LON,YEAR,MO,DY,WS2M,T2M,RH2M,PS,T2MDEW,PRECTOTCORR
30.25,77.75,2024,1,6,1.17,11.93,53.97,93.53,2.27,0
30.25,78.25,2024,1,6,1.26,10.35,49.18,89.35,-0.77,0
30.25,78.75,2024,1,6,1.32,7.56,40.88,83.37,-6.13,0
30.25,79.25,2024,1,6,1.38,3.48,31.65,77.29,-12.46,0
30.25,79.75,2024,1,6,1.43,-1.37,33.38,71.31,-16.09,0
30.25,80.25,2024,1,6,1.48,-5.86,40.79,66.03,-17.92,0
30.25,80.75,2024,1,6,1.49,-9.49,49.89,61.67,-18.83,0
30.75,73.25,2024,1,6,0.61,13,44.8,99.99,0.87,0
30.75,73.75,2024,1,6,0.61,12.56,50,99.86,1.98,0
30.75,74.25,2024,1,6,0.58,12.09,58.05,99.74,3.64,0
30.75,74.75,2024,1,6,0.74,11.57,65.48,99.57,4.88,0
30.75,75.25,2024,1,6,0.99,11.05,69.43,99.35,5.17,0
30.75,75.75,2024,1,6,1.24,10.8,67.51,99.04,4.35,0
30.75,76.25,2024,1,6,1.37,11.34,57.78,98.57,2.63,0
30.75,76.75,2024,1,6,1.27,11.57,48.41,95.14,0.48,0
30.75,77.25,2024,1,6,1.28,10.19,44.82,89.87,-1.75,0
30.75,77.75,2024,1,6,1.32,7.83,42.69,84.52,-4.6,0
30.75,78.25,2024,1,6,1.34,4.16,41.21,78.87,-8.55,0
30.75,78.75,2024,1,6,1.32,-2.1,43.19,70.72,-14.1,0
30.75,79.25,2024,1,6,1.27,-7.76,42.71,64.46,-19.44,0
30.75,79.75,2024,1,6,1.33,-11.59,45.14,59.91,-21.77,0
30.75,80.25,2024,1,6,1.44,-13.58,48.68,57.3,-22.59,0
30.75,80.75,2024,1,6,1.59,-14.35,52.23,56.16,-22.83,0
26.25,73.25,2024,1,7,2.04,14.28,51.38,98.9,2.88,0
26.25,73.75,2024,1,7,1.79,14.26,50.25,98.22,2.49,0
26.25,74.25,2024,1,7,1.71,13.45,52.38,97.28,2.45,0
26.25,74.75,2024,1,7,1.54,12.85,54.78,97.25,2.71,0
26.25,75.25,2024,1,7,1.37,12.61,56.71,97.7,3.14,0
26.25,75.75,2024,1,7,1.25,12.67,58.23,98.26,3.69,0
26.25,76.25,2024,1,7,1.18,12.73,60.28,98.63,4.38,0
26.25,76.75,2024,1,7,1.12,12.93,61.73,98.65,5.09,0
26.25,77.25,2024,1,7,1.04,13.18,62.43,98.73,5.66,0
26.25,77.75,2024,1,7,0.97,13.41,63.26,99.02,6.21,0
26.25,78.25,2024,1,7,0.93,13.61,64.69,99.5,6.82,0
26.25,78.75,2024,1,7,0.95,13.85,66.81,100,7.51,0
26.25,79.25,2024,1,7,0.98,14.19,67.86,100.22,8,0
26.25,79.75,2024,1,7,1.03,14.55,68.48,100.37,8.38,0
26.25,80.25,2024,1,7,1.1,14.88,69.02,100.46,8.69,0
26.25,80.75,2024,1,7,1.2,15.17,69.59,100.52,9,0
26.75,73.25,2024,1,7,2.17,13.01,58.68,98.55,3.83,0
26.75,73.75,2024,1,7,1.89,13,57.62,98.24,3.43,0
26.75,74.25,2024,1,7,1.72,12.7,57.82,97.71,3.3,0
26.75,74.75,2024,1,7,1.54,12.23,59.17,97.37,3.34,0
26.75,75.25,2024,1,7,1.36,11.98,60.32,97.39,3.5,0
26.75,75.75,2024,1,7,1.21,11.99,60.98,97.71,3.74,0
26.75,76.25,2024,1,7,1.07,11.99,61.91,98.1,4.05,0
26.75,76.75,2024,1,7,0.95,12.12,62.58,98.67,4.51,0
26.75,77.25,2024,1,7,0.88,12.3,62.82,99.22,4.89,0
26.75,77.75,2024,1,7,0.87,12.57,61.95,99.68,5.05,0
26.75,78.25,2024,1,7,0.92,12.89,60.59,99.98,5.1,0
26.75,78.75,2024,1,7,0.98,13.09,60.72,100.15,5.4,0
26.75,79.25,2024,1,7,1.05,13.42,61.54,100.24,5.87,0
26.75,79.75,2024,1,7,1.14,13.88,62.48,100.32,6.41,0
26.75,80.25,2024,1,7,1.24,14.37,63.86,100.39,7.08,0
26.75,80.75,2024,1,7,1.35,14.84,65.97,100.45,7.93,0
27.25,73.25,2024,1,7,2.2,12.01,64.83,98.49,4.65,0
27.25,73.75,2024,1,7,2,11.97,64.53,98.29,4.45,0
27.25,74.25,2024,1,7,1.76,11.9,64.01,97.97,4.29,0
27.25,74.75,2024,1,7,1.53,11.64,64.21,97.48,4.12,0
27.25,75.25,2024,1,7,1.32,11.41,64.71,97.08,4.03,0
27.25,75.75,2024,1,7,1.12,11.3,65.22,97,4.07,0
27.25,76.25,2024,1,7,0.94,11.33,65.59,97.4,4.26,0
27.25,76.75,2024,1,7,0.85,11.53,65.89,98.65,4.68,0
27.25,77.25,2024,1,7,0.87,11.68,65.58,99.42,4.83,0
27.25,77.75,2024,1,7,0.93,11.95,63.64,99.82,4.67,0
27.25,78.25,2024,1,7,1,12.28,60.75,100,4.36,0
27.25,78.75,2024,1,7,1.06,12.42,59.25,100.07,4.28,0
27.25,79.25,2024,1,7,1.14,12.86,58.02,100.16,4.44,0
27.25,79.75,2024,1,7,1.26,13.44,58.62,100.25,5.08,0
27.25,80.25,2024,1,7,1.38,14.1,60.94,100.31,6.19,0
27.25,80.75,2024,1,7,1.5,14.77,64.82,100.37,7.7,0
27.75,73.25,2024,1,7,2.18,11.58,67.97,98.89,5.18,0
27.75,73.75,2024,1,7,2.07,11.4,69.34,98.64,5.27,0
27.75,74.25,2024,1,7,1.86,11.22,69.92,98.32,5.2,0
27.75,74.75,2024,1,7,1.62,11.01,70.16,97.86,5.03,0
27.75,75.25,2024,1,7,1.37,10.83,70.18,97.4,4.85,0
27.75,75.75,2024,1,7,1.12,10.77,69.97,97.22,4.74,0
27.75,76.25,2024,1,7,0.9,10.93,69.34,97.65,4.8,0
27.75,76.75,2024,1,7,0.78,11.2,68.69,98.73,5,0
27.75,77.25,2024,1,7,0.79,11.39,67.72,99.46,5.01,0
27.75,77.75,2024,1,7,0.91,11.58,65.38,99.79,4.68,0
27.75,78.25,2024,1,7,1.07,11.79,62.08,99.86,4.17,0
27.75,78.75,2024,1,7,1.15,11.97,59.78,99.96,3.89,0
27.75,79.25,2024,1,7,1.22,12.55,58.71,100.07,4.22,0
27.75,79.75,2024,1,7,1.35,13.37,60.01,100.13,5.3,0
27.75,80.25,2024,1,7,1.47,14.26,63.3,100.18,6.9,0
27.75,80.75,2024,1,7,1.54,15.04,68.04,100.23,8.71,0
28.25,73.25,2024,1,7,2.04,11.57,67.2,99.5,5.17,0
28.25,73.75,2024,1,7,1.97,11.24,70.5,99.18,5.57,0
28.25,74.25,2024,1,7,1.83,10.93,72.97,98.88,5.77,0
28.25,74.75,2024,1,7,1.64,10.77,73.82,98.58,5.79,0
28.25,75.25,2024,1,7,1.4,10.78,73.23,98.35,5.64,0
28.25,75.75,2024,1,7,1.14,10.92,71.64,98.31,5.38,0
28.25,76.25,2024,1,7,0.91,11.14,69.72,98.65,5.14,0
28.25,76.75,2024,1,7,0.82,11.26,68.64,99.04,5.03,0
28.25,77.25,2024,1,7,0.84,11.31,69.42,99.43,5.29,0
28.25,77.75,2024,1,7,0.95,11.43,68.65,99.64,5.24,0
28.25,78.25,2024,1,7,1.1,11.71,65.39,99.7,4.78,0
28.25,78.75,2024,1,7,1.19,12.14,61.22,99.82,4.37,0
28.25,79.25,2024,1,7,1.25,12.95,62.07,99.89,5.37,0
28.25,79.75,2024,1,7,1.35,13.86,65.04,99.88,6.91,0
28.25,80.25,2024,1,7,1.41,14.74,68.41,99.79,8.48,0
28.25,80.75,2024,1,7,1.38,15.35,70.88,99.48,9.6,0
28.75,73.25,2024,1,7,1.79,11.74,63.62,99.94,4.56,0
28.75,73.75,2024,1,7,1.73,11.36,68.62,99.65,5.44,0
28.75,74.25,2024,1,7,1.62,11.11,72.32,99.45,5.92,0
28.75,74.75,2024,1,7,1.47,11.01,73.76,99.29,6.09,0
28.75,75.25,2024,1,7,1.3,11.11,73.03,99.18,5.94,0
28.75,75.75,2024,1,7,1.12,11.33,70.85,99.16,5.57,0
28.75,76.25,2024,1,7,0.96,11.55,68.5,99.24,5.22,0
28.75,76.75,2024,1,7,0.97,11.55,66.88,99.28,4.96,0
28.75,77.25,2024,1,7,1.01,11.57,69.97,99.37,5.7,0
28.75,77.75,2024,1,7,1.06,11.91,71.7,99.44,6.36,0
28.75,78.25,2024,1,7,1.11,12.51,69.89,99.46,6.51,0
28.75,78.75,2024,1,7,1.17,13.01,66.31,99.47,6.41,0
28.75,79.25,2024,1,7,1.19,13.72,67.34,99.04,7.32,0
28.75,79.75,2024,1,7,1.25,14.21,69.49,98.38,8.2,0
28.75,80.25,2024,1,7,1.2,14.34,69.46,97.06,8.22,0
28.75,80.75,2024,1,7,1.1,14.08,66.18,95.05,7.17,0
29.25,73.25,2024,1,7,1.47,12.05,58.28,100.12,3.55,0
29.25,73.75,2024,1,7,1.4,11.78,64.03,99.89,4.84,0
29.25,74.25,2024,1,7,1.35,11.54,68.73,99.76,5.58,0
29.25,74.75,2024,1,7,1.27,11.34,71.46,99.64,5.86,0
29.25,75.25,2024,1,7,1.22,11.25,71.84,99.52,5.72,0
29.25,75.75,2024,1,7,1.17,11.32,70.29,99.42,5.37,0
29.25,76.25,2024,1,7,1.1,11.6,68.06,99.33,5.17,0
29.25,76.75,2024,1,7,1.03,11.9,65.24,99.26,5.08,0
29.25,77.25,2024,1,7,0.99,12.26,68.24,99.2,6.12,0
29.25,77.75,2024,1,7,1.02,12.89,71.02,99.12,7.27,0
29.25,78.25,2024,1,7,1.11,13.59,70.59,98.74,7.78,0
29.25,78.75,2024,1,7,1.18,13.7,67.06,97.58,7.2,0
29.25,79.25,2024,1,7,1.16,13,65.36,94.64,5.99,0
29.25,79.75,2024,1,7,1.17,12.36,64.28,92.19,4.95,0
29.25,80.25,2024,1,7,1.13,11.42,60.37,89.52,3.01,0
29.25,80.75,2024,1,7,1.1,9.87,53.95,86.14,0.05,0
29.75,73.25,2024,1,7,1.14,12.5,52.82,100.17,2.61,0
29.75,73.75,2024,1,7,1.04,12.37,57.97,99.99,3.95,0
29.75,74.25,2024,1,7,1.07,11.99,63.42,99.84,4.83,0
29.75,74.75,2024,1,7,1.11,11.55,68.08,99.69,5.31,0
29.75,75.25,2024,1,7,1.17,11.18,70.38,99.53,5.31,0
29.75,75.75,2024,1,7,1.22,11.06,69.52,99.37,4.95,0
29.75,76.25,2024,1,7,1.16,11.48,65.47,99.22,4.51,0
29.75,76.75,2024,1,7,1.01,12.11,62.04,99.05,4.6,0
29.75,77.25,2024,1,7,0.96,12.74,63.49,98.78,5.58,0
29.75,77.75,2024,1,7,1.02,13.3,64.97,98.01,6.37,0
29.75,78.25,2024,1,7,1.14,13.32,63.92,96.03,5.99,0
29.75,78.75,2024,1,7,1.17,11.92,60.12,91.88,3.56,0
29.75,79.25,2024,1,7,1.23,9.84,52.1,86.94,-0.9,0
29.75,79.75,2024,1,7,1.29,7.98,45.58,83.2,-4.46,0
29.75,80.25,2024,1,7,1.35,5.34,42.49,79.15,-7.42,0
29.75,80.75,2024,1,7,1.4,1.56,43.76,74.07,-10.13,0
30.25,73.25,2024,1,7,0.86,12.88,49.11,100.13,1.99,0
30.25,73.75,2024,1,7,0.73,12.74,54.03,99.98,3.33,0
30.25,74.25,2024,1,7,0.8,12.25,59.43,99.83,4.21,0
30.25,74.75,2024,1,7,0.93,11.65,65.09,99.65,4.83,0
30.25,75.25,2024,1,7,1.1,11.08,68.97,99.46,4.99,0
30.25,75.75,2024,1,7,1.21,10.87,68.64,99.25,4.58,0
30.25,76.25,2024,1,7,1.1,11.52,61.31,99.05,3.62,0
30.25,76.75,2024,1,7,1.07,12.37,55.76,98.15,3.29,0
30.25,77.25,2024,1,7,1.09,12.5,55.26,96.41,3.27,0
30.25,77.75,2024,1,7,1.14,11.95,54.93,93.6,2.54,0
30.25,78.25,2024,1,7,1.19,10.5,52.18,89.42,0.26,0
30.25,78.75,2024,1,7,1.19,7.64,46.62,83.45,-4.25,0
30.25,79.25,2024,1,7,1.34,3.65,36.12,77.36,-10.93,0
30.25,79.75,2024,1,7,1.48,-1.14,34.76,71.37,-15.45,0
30.25,80.25,2024,1,7,1.58,-5.5,40.39,66.1,-17.84,0
30.25,80.75,2024,1,7,1.62,-8.88,48.68,61.75,-18.86,0
30.75,73.25,2024,1,7,0.66,12.97,47.99,100.03,1.75,0
30.75,73.75,2024,1,7,0.56,12.76,53.19,99.9,3.11,0
30.75,74.25,2024,1,7,0.64,12.35,58.06,99.77,4,0
30.75,74.75,2024,1,7,0.79,11.75,63.22,99.61,4.53,0
30.75,75.25,2024,1,7,1.01,11.08,67.58,99.4,4.69,0
30.75,75.75,2024,1,7,1.2,10.79,67.69,99.09,4.27,0
30.75,76.25,2024,1,7,1.1,11.69,57.69,98.61,2.9,0
30.75,76.75,2024,1,7,1.2,11.9,49.16,95.2,1,0
30.75,77.25,2024,1,7,1.19,10.38,46.41,89.94,-1.16,0
30.75,77.75,2024,1,7,1.21,7.94,44.58,84.59,-3.95,0
30.75,78.25,2024,1,7,1.27,4.3,42.8,78.94,-7.83,0
30.75,78.75,2024,1,7,1.3,-1.92,44.25,70.79,-13.35,0
30.75,79.25,2024,1,7,1.29,-7.35,41.92,64.54,-19.05,0
30.75,79.75,2024,1,7,1.4,-11.06,43.58,60,-21.94,0
30.75,80.25,2024,1,7,1.58,-12.95,47.41,57.39,-23.06,0
30.75,80.75,2024,1,7,1.78,-13.54,50.68,56.24,-23.35,0
26.25,73.25,2024,1,8,1.9,15.83,46.24,98.83,3.04,0
26.25,73.75,2024,1,8,1.88,16.24,48.84,98.15,4.42,0.01
26.25,74.25,2024,1,8,1.84,15.68,55.89,97.21,6.02,0.03
26.25,74.75,2024,1,8,1.82,15.06,61.24,97.18,6.94,0.05
26.25,75.25,2024,1,8,1.86,14.88,63.74,97.63,7.44,0.05
26.25,75.75,2024,1,8,1.96,15.15,64.14,98.2,7.8,0.03
26.25,76.25,2024,1,8,2.05,15.39,65.06,98.57,8.23,0.01
26.25,76.75,2024,1,8,2.09,15.35,65.89,98.6,8.43,0.04
26.25,77.25,2024,1,8,1.98,14.99,65.92,98.71,8.17,0.07
26.25,77.75,2024,1,8,1.76,14.65,65.47,99.02,7.83,0.06
26.25,78.25,2024,1,8,1.49,14.62,64.32,99.51,7.58,0.03
26.25,78.75,2024,1,8,1.3,15.09,61.75,100.01,7.46,0.01
26.25,79.25,2024,1,8,1.07,15.65,59.02,100.24,7.32,0.01
26.25,79.75,2024,1,8,0.95,16.03,57.09,100.38,7.14,0.01
26.25,80.25,2024,1,8,0.9,16.25,55.81,100.48,6.94,0
26.25,80.75,2024,1,8,0.95,16.31,55.02,100.54,6.72,0
26.75,73.25,2024,1,8,1.97,14.4,51.17,98.48,3.06,0
26.75,73.75,2024,1,8,1.83,14.71,52.59,98.17,3.91,0
26.75,74.25,2024,1,8,1.89,14.72,57.17,97.63,5.35,0.01
26.75,74.75,2024,1,8,1.94,14.33,61.42,97.3,6.19,0.02
26.75,75.25,2024,1,8,1.97,14.11,63.6,97.33,6.59,0.01
26.75,75.75,2024,1,8,1.98,14.15,63.95,97.67,6.74,0.01
26.75,76.25,2024,1,8,1.95,14.03,64.75,98.06,6.83,0
26.75,76.75,2024,1,8,1.82,13.97,65.45,98.64,7.01,0.01
26.75,77.25,2024,1,8,1.62,14.01,65.4,99.2,7.1,0.03
26.75,77.75,2024,1,8,1.42,14.24,63.94,99.67,7.03,0.03
26.75,78.25,2024,1,8,1.25,14.68,61.29,99.98,6.83,0.02
26.75,78.75,2024,1,8,1.03,15.18,58.56,100.16,6.66,0.02
26.75,79.25,2024,1,8,0.86,15.45,56.24,100.25,6.3,0.01
26.75,79.75,2024,1,8,0.94,15.55,54.92,100.32,6.01,0
26.75,80.25,2024,1,8,1.08,15.58,54.36,100.4,5.84,0
26.75,80.75,2024,1,8,1.21,15.57,54.4,100.47,5.78,0
27.25,73.25,2024,1,8,2.09,13.42,56.68,98.42,3.54,0
27.25,73.75,2024,1,8,1.95,13.63,56.62,98.22,3.89,0
27.25,74.25,2024,1,8,1.89,13.9,58.25,97.9,4.72,0
27.25,74.75,2024,1,8,1.86,13.84,60.72,97.41,5.36,0
27.25,75.25,2024,1,8,1.81,13.68,62.73,97.03,5.71,0
27.25,75.75,2024,1,8,1.72,13.48,64.05,96.96,5.84,0
27.25,76.25,2024,1,8,1.56,13.18,65.5,97.38,6.01,0
27.25,76.75,2024,1,8,1.38,13.4,65.4,98.63,6.33,0.01
27.25,77.25,2024,1,8,1.19,13.76,63.99,99.4,6.37,0.02
27.25,77.75,2024,1,8,1.02,14.3,61.19,99.81,6.15,0.02
27.25,78.25,2024,1,8,0.89,14.87,57.88,99.98,5.8,0.02
27.25,78.75,2024,1,8,0.83,15.16,55.88,100.06,5.57,0.01
27.25,79.25,2024,1,8,0.9,15.13,54.25,100.16,5.17,0
27.25,79.75,2024,1,8,1.09,15.05,53.79,100.25,5,0
27.25,80.25,2024,1,8,1.27,14.96,54.11,100.32,5.02,0
27.25,80.75,2024,1,8,1.41,14.95,55.13,100.39,5.25,0
27.75,73.25,2024,1,8,2.11,12.75,61.06,98.83,4.01,0
27.75,73.75,2024,1,8,2.02,12.87,60.56,98.57,4.1,0
27.75,74.25,2024,1,8,1.88,13.08,60.29,98.25,4.29,0
27.75,74.75,2024,1,8,1.71,13.19,60.76,97.79,4.5,0
27.75,75.25,2024,1,8,1.53,13.21,61.48,97.34,4.64,0
27.75,75.75,2024,1,8,1.34,13.16,62.06,97.17,4.74,0
27.75,76.25,2024,1,8,1.18,13.13,62.31,97.61,4.96,0
27.75,76.75,2024,1,8,1.02,13.68,60.64,98.7,5.16,0
27.75,77.25,2024,1,8,0.85,14.26,58.55,99.43,5.18,0.01
27.75,77.75,2024,1,8,0.77,14.68,56.45,99.77,4.93,0.01
27.75,78.25,2024,1,8,0.81,14.83,54.98,99.84,4.6,0.01
27.75,78.75,2024,1,8,0.91,14.75,55.03,99.94,4.66,0
27.75,79.25,2024,1,8,1.09,14.55,54.73,100.06,4.53,0
27.75,79.75,2024,1,8,1.24,14.43,55.29,100.13,4.61,0
27.75,80.25,2024,1,8,1.35,14.48,56.28,100.19,4.93,0
27.75,80.75,2024,1,8,1.43,14.74,57.97,100.25,5.57,0
28.25,73.25,2024,1,8,2.02,12.26,63.86,99.44,4.39,0
28.25,73.75,2024,1,8,1.94,12.18,63.81,99.12,4.34,0
28.25,74.25,2024,1,8,1.78,12.2,63.36,98.81,4.25,0
28.25,74.75,2024,1,8,1.57,12.33,62.48,98.52,4.12,0
28.25,75.25,2024,1,8,1.33,12.56,61.23,98.29,4,0
28.25,75.75,2024,1,8,1.1,12.89,59.71,98.25,3.92,0
28.25,76.25,2024,1,8,0.92,13.28,58.06,98.6,3.94,0
28.25,76.75,2024,1,8,0.84,13.9,56.21,99,4.01,0
28.25,77.25,2024,1,8,0.79,14.31,55.96,99.4,4.27,0
28.25,77.75,2024,1,8,0.85,14.41,56.17,99.61,4.33,0
28.25,78.25,2024,1,8,0.97,14.25,56.68,99.68,4.27,0
28.25,78.75,2024,1,8,1.07,13.98,58.28,99.8,4.68,0
28.25,79.25,2024,1,8,1.16,13.98,58.73,99.89,4.99,0
28.25,79.75,2024,1,8,1.25,14.15,59.89,99.88,5.51,0
28.25,80.25,2024,1,8,1.3,14.63,60.33,99.8,6.07,0
28.25,80.75,2024,1,8,1.31,15.23,60.31,99.49,6.63,0
28.75,73.25,2024,1,8,1.86,11.87,65.5,99.9,4.6,0
28.75,73.75,2024,1,8,1.79,11.6,66,99.6,4.51,0
28.75,74.25,2024,1,8,1.64,11.54,65.4,99.4,4.29,0
28.75,74.75,2024,1,8,1.44,11.66,63.84,99.24,4.01,0
28.75,75.25,2024,1,8,1.23,11.97,61.59,99.13,3.72,0
28.75,75.75,2024,1,8,1.04,12.42,59.07,99.11,3.49,0
28.75,76.25,2024,1,8,0.92,12.9,56.84,99.2,3.34,0
28.75,76.75,2024,1,8,0.89,13.56,55.07,99.25,3.39,0
28.75,77.25,2024,1,8,0.93,13.83,56.91,99.35,4.09,0
28.75,77.75,2024,1,8,1,13.98,59.11,99.42,4.74,0
28.75,78.25,2024,1,8,1.06,14.08,60.56,99.45,5.17,0
28.75,78.75,2024,1,8,1.15,13.99,62.28,99.46,5.85,0
28.75,79.25,2024,1,8,1.17,14.29,61.28,99.04,6.06,0
28.75,79.75,2024,1,8,1.21,14.56,61.58,98.38,6.33,0
28.75,80.25,2024,1,8,1.15,14.68,60.14,97.08,6.05,0
28.75,80.75,2024,1,8,1.06,14.5,56.74,95.08,5.16,0
29.25,73.25,2024,1,8,1.62,11.82,65.34,100.09,4.63,0
29.25,73.75,2024,1,8,1.58,11.49,66.19,99.85,4.55,0
29.25,74.25,2024,1,8,1.46,11.39,65.64,99.72,4.29,0
29.25,74.75,2024,1,8,1.29,11.46,64.15,99.6,3.97,0
29.25,75.25,2024,1,8,1.12,11.69,62.19,99.48,3.69,0
29.25,75.75,2024,1,8,1,12.04,60.1,99.39,3.51,0
29.25,76.25,2024,1,8,0.98,12.4,58.12,99.31,3.4,0
29.25,76.75,2024,1,8,1,13,55.92,99.24,3.37,0
29.25,77.25,2024,1,8,1,13.49,57.96,99.19,4.36,0
29.25,77.75,2024,1,8,1.03,14.04,60.71,99.11,5.54,0
29.25,78.25,2024,1,8,1.11,14.49,62.19,98.73,6.3,0
29.25,78.75,2024,1,8,1.19,14.36,61.94,97.58,6.29,0
29.25,79.25,2024,1,8,1.21,13.56,58.14,94.65,4.6,0
29.25,79.75,2024,1,8,1.23,12.87,55.61,92.22,3.22,0
29.25,80.25,2024,1,8,1.14,11.9,52.2,89.55,1.44,0
29.25,80.75,2024,1,8,1.06,10.3,48.06,86.18,-0.97,0
29.75,73.25,2024,1,8,1.4,12.21,62.91,100.14,4.56,0
29.75,73.75,2024,1,8,1.36,11.98,64.16,99.96,4.59,0
29.75,74.25,2024,1,8,1.29,11.77,64.98,99.81,4.52,0
29.75,74.75,2024,1,8,1.18,11.63,65,99.66,4.36,0
29.75,75.25,2024,1,8,1.07,11.63,64.19,99.5,4.18,0
29.75,75.75,2024,1,8,1.01,11.83,62.37,99.34,3.98,0
29.75,76.25,2024,1,8,1.06,12.24,59.22,99.2,3.73,0
29.75,76.75,2024,1,8,1.08,12.75,56.62,99.03,3.69,0
29.75,77.25,2024,1,8,1.08,13.37,57.64,98.77,4.53,0
29.75,77.75,2024,1,8,1.12,13.96,58.84,98,5.34,0
29.75,78.25,2024,1,8,1.19,14.01,58.3,96.03,5.17,0
29.75,78.75,2024,1,8,1.21,12.66,55.62,91.91,3.04,0
29.75,79.25,2024,1,8,1.27,10.38,47.7,86.97,-1.49,0
29.75,79.75,2024,1,8,1.33,8.48,41.82,83.23,-4.88,0
29.75,80.25,2024,1,8,1.36,5.84,39.61,79.2,-7.6,0
29.75,80.75,2024,1,8,1.41,2.08,41.19,74.13,-10.22,0
30.25,73.25,2024,1,8,1.24,12.65,59.18,100.11,4.26,0
30.25,73.75,2024,1,8,1.2,12.47,61.41,99.95,4.52,0
30.25,74.25,2024,1,8,1.18,12.13,64.38,99.8,4.82,0
30.25,74.75,2024,1,8,1.11,11.78,66.04,99.62,4.82,0
30.25,75.25,2024,1,8,1.05,11.54,66.11,99.42,4.56,0
30.25,75.75,2024,1,8,1.03,11.6,63.82,99.22,4.08,0
30.25,76.25,2024,1,8,1.07,12.22,57.97,99.04,3.44,0
30.25,76.75,2024,1,8,1.17,13,53.59,98.13,3.25,0
30.25,77.25,2024,1,8,1.21,13.03,52.86,96.4,3.09,0
30.25,77.75,2024,1,8,1.23,12.5,52.38,93.61,2.37,0
30.25,78.25,2024,1,8,1.24,11.17,49.91,89.43,0.27,0
30.25,78.75,2024,1,8,1.18,8.39,44.31,83.49,-4.27,0
30.25,79.25,2024,1,8,1.31,4.48,34.09,77.4,-10.84,0
30.25,79.75,2024,1,8,1.52,-0.17,32.84,71.43,-15.08,0
30.25,80.25,2024,1,8,1.69,-4.59,37.99,66.17,-17.48,0
30.25,80.75,2024,1,8,1.76,-8.23,44.78,61.83,-18.99,0
30.75,73.25,2024,1,8,1.14,12.77,55.61,100.01,3.64,0
30.75,73.75,2024,1,8,1.08,12.53,58.44,99.87,4.02,0
30.75,74.25,2024,1,8,1.08,12.15,62.91,99.75,4.61,0
30.75,74.75,2024,1,8,1.04,11.74,65.42,99.58,4.68,0
30.75,75.25,2024,1,8,1,11.38,66.13,99.36,4.36,0
30.75,75.75,2024,1,8,0.99,11.42,63.39,99.06,3.7,0
30.75,76.25,2024,1,8,1,12.46,53.69,98.58,2.55,0
30.75,76.75,2024,1,8,1.29,12.44,47.86,95.18,1.08,0
30.75,77.25,2024,1,8,1.32,10.68,45.77,89.95,-1.08,0
30.75,77.75,2024,1,8,1.32,8.29,44.52,84.62,-3.66,0
30.75,78.25,2024,1,8,1.35,4.99,43.08,78.97,-7.25,0
30.75,78.75,2024,1,8,1.35,-0.92,42.25,70.84,-13.31,0
30.75,79.25,2024,1,8,1.46,-6.38,37.38,64.6,-19.51,0
30.75,79.75,2024,1,8,1.66,-10.12,38.8,60.07,-22.27,0
30.75,80.25,2024,1,8,1.85,-12.11,42.09,57.47,-23.39,0
30.75,80.75,2024,1,8,1.99,-12.9,44.03,56.32,-24.02,0
26.25,73.25,2024,1,9,2.86,14.43,47.99,98.99,2.34,0.01
26.25,73.75,2024,1,9,2.36,14.88,50.47,98.31,3.3,0.06
26.25,74.25,2024,1,9,1.99,15.09,55.59,97.34,4.85,0.4
26.25,74.75,2024,1,9,1.72,15.25,61.62,97.28,6.71,1.33
26.25,75.25,2024,1,9,1.55,15.09,69.82,97.71,8.77,2.81
26.25,75.75,2024,1,9,1.53,14.51,79.27,98.27,10.61,4.74
26.25,76.25,2024,1,9,1.75,13.58,86.84,98.64,11.44,6.93
26.25,76.75,2024,1,9,1.73,13.09,88.09,98.66,11.22,9.85
26.25,77.25,2024,1,9,1.62,12.73,88.78,98.74,10.99,12.91
26.25,77.75,2024,1,9,1.51,12.64,88.18,99.02,10.78,13.56
26.25,78.25,2024,1,9,1.46,12.88,85.91,99.49,10.57,12.11
26.25,78.75,2024,1,9,1.51,13.48,81.91,99.98,10.34,11.71
26.25,79.25,2024,1,9,1.56,14.38,74.56,100.19,9.67,6.32
26.25,79.75,2024,1,9,1.61,15.25,66.83,100.32,8.77,2.62
26.25,80.25,2024,1,9,1.64,16.02,60.39,100.4,7.97,0.68
26.25,80.75,2024,1,9,1.63,16.61,56.04,100.45,7.44,0.09
26.75,73.25,2024,1,9,2.91,13.16,51.79,98.64,2.46,0
26.75,73.75,2024,1,9,2.59,13.39,52.22,98.32,2.67,0.02
26.75,74.25,2024,1,9,2.22,13.81,55.19,97.77,3.75,0.14
26.75,74.75,2024,1,9,1.91,14.27,58.32,97.41,5,0.42
26.75,75.25,2024,1,9,1.59,14.65,62.89,97.4,6.62,0.97
26.75,75.75,2024,1,9,1.36,14.6,70.09,97.71,8.48,2.02
26.75,76.25,2024,1,9,1.47,13.55,80.94,98.1,10.11,3.96
26.75,76.75,2024,1,9,1.53,12.7,86.46,98.67,10.46,7.71
26.75,77.25,2024,1,9,1.45,12.3,88.07,99.23,10.44,11.47
26.75,77.75,2024,1,9,1.38,12.17,87.59,99.67,10.25,12.47
26.75,78.25,2024,1,9,1.37,12.23,85.94,99.98,9.97,11.16
26.75,78.75,2024,1,9,1.38,12.49,83.06,100.14,9.64,11.25
26.75,79.25,2024,1,9,1.47,13,76.86,100.22,8.88,6.33
26.75,79.75,2024,1,9,1.6,13.6,69.71,100.29,7.88,2.67
